Product name,Clean Eats,Made Active,Elite Meals,Already Made,Total
Spaghetti Bolognese,71,18,5,0,94
Beef Chow Mein,48,7,5,0,60
Shepherd's Pie,80,0,6,0,86
Beef Burrito Bowl,102,22,17,0,141
Beef Meatballs,108,13,5,0,126
Lebanese Beef Stew,64,0,0,0,64
Mongolian Beef,105,20,0,0,125
Chicken with Vegetables,31,2,0,0,33
Chicken with Sweet Potato and Beans,65,0,4,0,69
Naked Chicken Parma,156,27,4,0,187
Chicken Pesto Pasta,90,18,11,0,119
Chicken and Broccoli Pasta,56,0,5,0,61
Butter Chicken,113,14,8,0,135
Thai Green Chicken Curry,87,13,0,0,100
Moroccan Chicken,39,0,4,0,43
Steak with Mushroom Sauce,95,9,2,0,106
Creamy Chicken & Mushroom Gnocchi,67,0,0,0,67
Roasted Lemon Chicken & Potatoes,33,5,3,0,41
Beef Lasagna,116,20,12,0,148
Bean Nachos with Rice,0,0,0,0,0
Lamb Souvlaki,50,12,0,0,62
Chicken Fajita Bowl,64,14,0,0,78
Steak On Its Own,0,0,0,0,0
Chicken On Its Own,0,0,0,0,0
Family Mac and 3 Cheese Pasta Bake,1,0,0,0,1
Baked Family Lasagna,4,0,0,0,4
