Product name,Clean Eats,Made Active,Elite Meals,Already Made,Total
Spaghetti Bolognese,168,19,0,0,187
Beef Chow Mein,102,12,1,0,115
Shepherd's Pie,128,0,0,0,128
Beef Burrito Bowl,151,13,11,0,175
Beef Meatballs,164,13,0,0,177
Lebanese Beef Stew,0,0,0,0,0
Mongolian Beef,179,14,0,0,193
Chicken with Vegetables,48,6,0,0,54
Chicken with Sweet Potato and Beans,106,0,0,0,106
Naked Chicken Parma,225,30,1,0,256
Chicken Pesto Pasta,194,13,6,0,213
Chicken and Broccoli Pasta,107,0,0,0,107
Butter Chicken,182,11,3,0,196
Thai Green Chicken Curry,136,16,0,0,152
Moroccan Chicken,86,0,4,0,90
Steak with Mushroom Sauce,154,18,1,0,173
Creamy Chicken & Mushroom Gnocchi,124,0,1,0,125
Roasted Lemon Chicken & Potatoes,108,9,0,0,117
Beef Lasagna,314,10,9,0,333
Bean Nachos with Rice,0,0,0,0,0
Lamb Souvlaki,166,16,0,0,182
Chicken Fajita Bowl,128,8,0,0,136
Steak On Its Own,0,2,0,0,2
Chicken On Its Own,0,0,0,0,0
Family Mac and 3 Cheese Pasta Bake,0,0,0,0,0
Baked Family Lasagna,6,0,0,0,6
ON Amino Energy Can,0,7,0,0,7
