Product name,Clean Eats,Made Active,Elite Meals,Already Made,Total
Spaghetti Bolognese,102,13,26,0,141
Beef Chow Mein,55,9,14,0,78
Shepherd's Pie,57,0,10,47,20
Beef Burrito Bowl,82,40,25,0,147
Beef Meatballs,68,39,12,0,119
Lebanese Beef Stew,38,0,0,0,38
Mongolian Beef,99,13,0,20,92
Chicken with Vegetables,31,93,0,0,124
Chicken with Sweet Potato and Beans,51,0,9,0,60
Naked Chicken Parma,143,30,19,0,192
Chicken Pesto Pasta,131,15,21,0,167
Chicken and Broccoli Pasta,70,0,17,0,87
Butter Chicken,97,9,15,0,121
Thai Green Chicken Curry,79,13,0,0,92
Moroccan Chicken,41,0,9,0,50
Steak with Mushroom Sauce,80,7,10,15,82
Creamy Chicken & Mushroom Gnocchi,80,0,3,0,83
Roasted Lemon Chicken & Potatoes,58,16,20,0,94
Beef Lasagna,161,16,37,0,214
Bean Nachos with Rice,0,0,0,0,0
Lamb Souvlaki,86,9,0,0,95
Chicken Fajita Bowl,51,17,0,0,68
Steak On Its Own,0,1,0,0,1
Chicken On Its Own,0,0,0,0,0
Family Mac and 3 Cheese Pasta Bake,0,0,0,0,0
Baked Family Lasagna,4,0,0,0,4
ON Amino Energy Can,0,1,0,0,1
coaching,0,8,0,0,8
